华北东北|吉林|长春|http://www.dianping.com/changchun|长春艾博丽思大饭店|/shop/13771252|吉大南校|步行至硅谷大街轻轨站2分钟|豪华型&很干净&服务好&交通方便&睡眠舒适&房间大&位置好&很安静&性价比高&设施新|￥638|sml-str50|地址：硅谷大街888号(轻轨3号线硅谷大街站，吉大南校旁)|0431-81108888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春香格里拉大酒店|/shop/2188048|重庆路/人民广场|步行至人民广场7分钟|五星级酒店&欧舒丹洗浴用品&游泳池赞&服务好&很干净&交通方便&位置好&早餐很棒&房间大&家的感觉&睡眠舒适&自助餐很棒|￥945|sml-str40|地址：西安大路569号(卓展购物中心和沃尔玛超市旁边)|0431-88981818 0431-88981313
华北东北|吉林|长春|http://www.dianping.com/changchun|长春国商酒店|/shop/13753999|火车站|步行至长春轻轨站1分钟|高档型&很干净&交通方便&早餐很棒&位置好&房间大&很安静&服务好&性价比高&睡眠舒适|￥229|sml-str40|地址：辽宁路162号火车站南出口对面(近西一条街)|0431-81818686 0431-81818687
华北东北|吉林|长春|http://www.dianping.com/changchun|长春开元名都大酒店|/shop/4198057|锦江广场/电影城|步行至长春电影城18分钟|五星级酒店&游泳池赞&服务好&交通方便&房间大&早餐很棒&设施新&很干净&睡眠舒适&很安静|￥488|sml-str40|地址：景阳大路2299号(近西客站和一汽，欧亚春城购物中心)|0431-87068887 0431-87068888
华北东北|吉林|长春|http://www.dianping.com/changchun|南湖宾馆|/shop/2338324|南湖公园|步行至大佛寺12分钟|豪华型&中式古典风&小动物&世外桃源&别墅&风景不错&交通方便&位置好&早餐很棒&性价比高&设施新|￥576|sml-str45|地址：南湖大路3798号|0431-85586888
华北东北|吉林|长春|http://www.dianping.com/changchun|伍厘米●公寓酒店|/shop/2252974|胜利公园|步行至基督教堂3分钟|经济型&圆床&很干净&交通方便&位置好&房间大&很安静&家的感觉|￥109|sml-str40|地址：东二条街998号(距离火车站900米，重庆路800米)|0431-82905555
华北东北|吉林|长春|http://www.dianping.com/changchun|长春卓展天天酒店|/shop/2187880|重庆路/人民广场|步行至重庆路步行街7分钟|豪华型&很干净&服务好&交通方便&位置好&房间大&早餐很棒&睡眠舒适&很安静&性价比高&自助餐很棒|￥418|sml-str40|地址：重庆路1255号卓展购物中心6-12楼(红旗街口)|0431-88486888 0431-88486865
华北东北|吉林|长春|http://www.dianping.com/changchun|长春意江南利洋大酒店|/shop/5694798|建设街|步行至西安桥轻轨站6分钟|四星级酒店&交通方便&服务好&很干净&睡眠舒适&早餐很棒&位置好&很安静&性价比高|￥457|sml-str40|地址：建设街881号(建设街和新华路交汇处，近西安桥地铁站)|0431-89848888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春净月潭益田喜来登酒店|/shop/5332346|净月潭|步行至长影世纪城14分钟|豪华型&游泳池赞&风景不错&服务好&很干净&位置好&房间大&早餐很棒&交通方便&很安静&设施新&睡眠舒适|￥836|sml-str40|地址：永顺路1777号(近梧桐街)|0431-81811111
华北东北|吉林|长春|http://www.dianping.com/changchun|长春金安大饭店|/shop/2465557|重庆路/人民广场|步行至人民广场10分钟|豪华型&服务好&很干净&交通方便&位置好&早餐很棒&很安静&房间大&性价比高&睡眠舒适&设施新&自助餐很棒|￥606|sml-str40|地址：新华路499号(卓展购物中心和沃尔玛超市旁，近重庆路)|0431-85838888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春拉图摩根酒店|/shop/5191950|重庆路/人民广场|步行至大佛寺5分钟|豪华型&很干净&交通方便&服务好&位置好&早餐很棒&房间大&很安静&性价比高&睡眠舒适|￥392|sml-str35|地址：人民大街7255号(人民大街与湖宁路交叉口)|0431-89570088
华北东北|吉林|长春|http://www.dianping.com/changchun|长春中长大厦酒店|/shop/8349874|火车站|步行至辽宁路轻轨站3分钟|高档型&很干净&位置好|￥215|sml-str40|地址：辽宁路458号(毗邻火车站南出口，近国商百货)|0431-86789999
华北东北|吉林|长春|http://www.dianping.com/changchun|长春海航紫荆花饭店|/shop/2338330|南湖公园|步行至解放纪念碑12分钟|豪华型&交通方便&服务好&很干净&位置好&早餐很棒&很安静&性价比高&房间大&睡眠舒适|￥367|sml-str35|地址：人民大街5688号(人民大街与自由大路交汇南行200米路东)|0431-85687888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春海航名门酒店|/shop/2188039|桂林路|步行至解放纪念碑17分钟|五星级酒店&游泳池赞&很干净&交通方便&服务好&位置好&早餐很棒&性价比高&家的感觉&很安静&房间大&睡眠舒适|￥362|sml-str40|地址：人民大街4501号(东北师大总校及吉林大学总校附近，邻近南湖公园及桂林商圈)|0431-85565666 0431-85565302
华北东北|吉林|长春|http://www.dianping.com/changchun|吉林省松苑宾馆|/shop/2338357|胜利公园|步行至长白山第一漂13分钟|五星级酒店&中式古典风&很安静&服务好&很干净&位置好&交通方便&性价比高&睡眠舒适&房间大&家的感觉|￥410|sml-str40|地址：新发路1169号(长春站附近，临近重庆路)|0431-82753159 0431-82727001
华北东北|吉林|长春|http://www.dianping.com/changchun|国盛大酒店|/shop/6135987|重庆路/人民广场|步行至大佛寺6分钟|四星级酒店&服务好&很干净&早餐很棒&房间大&交通方便&很安静|￥420|sml-str40|地址：人民大街7008号(近南岭校区，南湖公园)|0431-81788688 0431-81788888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春亚泰龙达饭店|/shop/2338345|东盛|步行至吉林大路轻轨站9分钟|高档型&很干净|￥348|sml-str40|地址：吉林大路1881号(近国贸购物中心，亚泰超市对面)|0431-84948888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春海航长白山宾馆|/shop/2338378|桂林路|步行至新民广场2分钟|四星级酒店&中式古典风&风景不错&交通方便&很干净&位置好&服务好&早餐很棒&很安静&房间大|￥433|sml-str40|地址：新民大街1448号(师大附中、90中学附近)|0431-85588888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春名人酒店|/shop/2338321|南湖公园|步行至大佛寺1分钟|四星级酒店&风景不错&很安静&服务好&很干净&位置好&早餐很棒&性价比高&睡眠舒适&交通方便&房间大|￥369|sml-str40|地址：湖滨街1号物贸宾馆后侧(近人民大街、南湖公园)|13944134325
华北东北|吉林|长春|http://www.dianping.com/changchun|嘉旗酒店|/shop/4708365|新天地购物公园|步行至基督教堂9分钟|经济型&复式房&很干净&交通方便&家的感觉&服务好&位置好&房间大|￥159|sml-str40|地址：上海路与大马路交汇处西南角(国营大冷面饭店西南20米)|0431-85079999 0431-85075555
华北东北|吉林|长春|http://www.dianping.com/changchun|长春华美达大酒店|/shop/3446983|南岭|1km内无地铁站|豪华型&服务好&很干净&交通方便|￥594|sml-str40|地址：自由大路3158号(南岭体育场斜对面，近亚泰大街)|0431-85576999
华北东北|吉林|长春|http://www.dianping.com/changchun|长春前进大厦酒店|/shop/2338339|南湖公园|步行至前进西轻轨站7分钟|高档型&服务好&很干净&交通方便&房间大&位置好&早餐很棒&很安静|￥298|sml-str40|地址：前进大街1377号(近省委党校、吉大南校)|0431-81761111
