华北东北|吉林|长春|http://www.dianping.com/changchun|吉林省金领宾馆|/shop/18383138|南岭|1km内无地铁站|豪华型&很干净&服务好|￥383|sml-str40|地址：自由大路2436号与吉顺街交汇(东北师范大学、吉林大学隔壁)|0431-81260666 0431-81260501
华北东北|吉林|长春|http://www.dianping.com/changchun|长春新民宾馆|/shop/13754010|桂林路|步行至伪满洲国国务院旧址7分钟|四星级酒店&交通方便&很干净&位置好&很安静|￥419|sml-str40|地址：新民大街626号(邻近红旗街、桂林路)|0431-85593800 0431-85593880
华北东北|吉林|长春|http://www.dianping.com/changchun|长春花园酒店|/shop/2188066|东风大街|步行至长春电影城20分钟|四星级酒店&早餐很棒&位置好&服务好&很干净|￥988|sml-str35|地址：汽车产业开发区创业大街1447号(长春西站，欧亚卖场附近)|0431-85988888
华北东北|吉林|长春|http://www.dianping.com/changchun|华苑宾馆|/shop/2134276|卫星广场|步行至卫星广场轻轨站3分钟|舒适型&很干净&交通方便&位置好&房间大&性价比高&服务好|￥223|sml-str40|地址：卫星路与卫光街交汇|0431-85582222
华北东北|吉林|长春|http://www.dianping.com/changchun|宏仁商务宾馆|/shop/19291926|赛得广场|1km内无地铁站|经济型&很干净&交通方便|￥168|sml-str40|地址：自由大路7263号(自由大路与东环城路交汇处东行200米，枫林园小区南门)|0431-85930431 0431-85030431
华北东北|吉林|长春|http://www.dianping.com/changchun|圣都大酒店|/shop/5162241|东盛|步行至吉林大路轻轨站6分钟|舒适型&交通方便&房间大&很干净||sml-str35|地址：吉林大路1658号(和顺街1300号)|0431-89682888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春教育宾馆|/shop/13753997|赛得广场|步行至自由大路轻轨站5分钟|舒适型||sml-str35|地址：经济技术开发区金川街151号(北方市场后身)|0431-84651288
华北东北|吉林|长春|http://www.dianping.com/changchun|光彩大厦|/shop/19733286|南关区|1km内无地铁站|经济型||sml-str35|地址：净月大街紫杉路388号|0431-85869012 0431-85869088
华北东北|吉林|长春|http://www.dianping.com/changchun|孚思特宾馆|/shop/19733349|朝阳区|1km内无地铁站|舒适型||sml-str35|地址：西新经济技术开发区东风大街9999号|0431-85993555
华北东北|吉林|长春|http://www.dianping.com/changchun|豪龙饭店时尚宾馆|/shop/10238989|火车站|步行至北亚泰大街轻轨站4分钟|舒适型||sml-str35|地址：铁北二路1088号|0431-85829888
华北东北|吉林|长春|http://www.dianping.com/changchun|长春沃伦酒店|/shop/21590993|东风大街|1km内无地铁站|舒适型|￥213|sml-str35|地址：汽车产业开发区东风大街5号(临近一汽、汽贸城)|0431-87661111
华北东北|吉林|长春|http://www.dianping.com/changchun|新时代旅店|/shop/10240042|火车站|步行至北亚泰大街轻轨站2分钟|经济型||sml-str0|地址：亚泰北大街与铁北二路交汇处(亚泰北大街658号)|0431-82689186
